pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_masse,pl_dens,pl_insol,pl_eqt,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,sy_dist,sy_plx,sy_dist.1,discoverymethod,disc_year,pl_type
HAT-P-6 b,HAT-P-6,3.85299668,0.05239,0.044,15.606,351.51998,351.51998,0.583,1669.87,1780.0,85.5,6570.0,1.46,1.29,0.553,-0.13,4.22,275.358,3.60357,275.358,Transit,2007,Gas Giant
HAT-P-65 b,HAT-P-65,2.60544751,0.04042,0.304,18.058,176.07694,176.07694,0.164,1821.0,1818.0,88.3,5872.0,1.67,1.3,0.473,0.208,4.11,738.519,1.32608,738.519,Transit,2016,Gas Giant
HAT-P-66 b,HAT-P-66,2.972089,0.04363,0.09,15.65,248.86089,248.86089,0.242,1939.51,1848.0,86.2,6002.0,1.88,1.25,0.615,0.035,3.99,935.456,1.03958,935.456,Transit,2016,Gas Giant
HAT-P-67 b,HAT-P-67,4.8101042,0.06505,0.0,22.622,108.0622,108.0622,0.052,2029.17,1869.0,88.8,6406.0,2.55,1.64,0.939,-0.08,3.85,371.686,2.66176,371.686,Transit,2017,Gas Giant
HAT-P-69 b,HAT-P-69,4.7869883,0.06555,0.0,18.786,1137.8314,1137.8314,1.02,2320.18,1930.0,87.19,7394.0,1.93,1.65,1.0,-0.069,4.11,341.263,2.90206,341.263,Transit,2019,Gas Giant
HAT-P-7 b,HAT-P-7,2.204736,0.03809,0.0016,16.25,574.00098,574.00098,0.651,4161.3,2048.0,82.2,6350.0,1.84,1.47,0.69,0.2,3.97,341.079,2.9031,341.079,Transit,2008,Gas Giant
HAT-P-70 b,HAT-P-70,2.74431939,0.04739,0.0,20.961,2154.8874,2154.8874,1.54,5405.6,2562.0,83.5,8450.0,1.86,1.89,1.223,-0.059,4.18,330.739,2.99621,330.739,Transit,2019,Gas Giant
HAT-P-8 b,HAT-P-8,3.07634347,0.04496,0.006,14.229,430.34182,430.34182,0.497,1519.96,1592.0,87.1,6200.0,1.58,1.28,0.519,0.01,4.24,211.553,4.69844,211.553,Transit,2008,Gas Giant
HAT-P-9 b,HAT-P-9,3.92281131,0.05287,0.08,15.614,238.05467,238.05467,0.342,931.0,1540.0,86.4,6350.0,1.32,1.28,0.41,0.12,4.29,455.203,2.1687,455.203,Transit,2008,Gas Giant
HATS-1 b,HATS-1,3.4464563,0.04446,0.12,12.54,556.2025,556.2025,0.99,489.95,1200.0,85.6,5870.0,1.04,0.99,0.041,-0.06,4.4,283.971,3.49336,283.971,Transit,2012,Gas Giant
HATS-11 b,HATS-11,3.6191546,0.0507,0.34,17.7,263.7989,263.7989,0.315,,1596.0,88.3,6060.0,1.44,1.0,0.403,-0.39,4.12,944.603,1.03135,944.603,Transit,2016,Gas Giant
HATS-12 b,HATS-12,3.142811,0.0441,0.085,5.69,759.6137,759.6137,1.12,,1446.0,83.117,6357.0,0.82,1.16,0.863,-0.1,4.36,746.138,,746.138,Transit,2016,Unknown
HATS-13 b,HATS-13,3.04405362,0.04059,0.22,12.109,188.15536,188.15536,0.413,315.99,1075.0,88.5,5523.0,0.89,0.96,,0.05,4.52,421.855,2.34291,421.855,Transit,2015,Gas Giant
HATS-14 b,HATS-14,2.766763,0.03815,0.11,12.287,339.76027,339.76027,1.19,505.88,1210.0,88.83,5346.0,0.93,0.97,,0.33,4.48,513.011,1.92119,513.011,Transit,2015,Gas Giant
HATS-16 b,HATS-16,2.6865009,0.03744,0.0,13.747,1039.3041,1039.3041,1.86,994.81,1432.0,83.53,5738.0,1.24,0.97,0.173,-0.1,4.24,757.044,1.2921,757.044,Transit,2016,Gas Giant
HATS-17 b,HATS-17,16.254688,0.1308,0.029,9.682,425.25654,425.25654,3.5,63.81,787.0,89.1,5846.0,1.09,1.13,0.093,0.3,4.42,400.331,2.47137,400.331,Transit,2016,Unknown
HATS-18 b,HATS-18,0.83784,0.0174,0.166,14.897,629.14449,629.14449,1.1169,3138.83,2069.0,85.29,5600.0,1.02,1.04,-0.032,0.28,4.44,624.368,1.57358,624.368,Transit,2016,Gas Giant
HATS-2 b,HATS-2,1.35413379,0.02317,0.29,12.576,435.42492,435.42492,1.20684,950.06,1550.0,87.83,5227.0,0.88,0.9,-0.268,0.15,4.51,341.925,2.89606,341.925,Transit,2013,Gas Giant
HATS-22 b,HATS-22,4.72281727,0.05025,0.08,12.09,870.8542,870.8542,3.89,111.3,828.0,87.96,4803.0,0.69,0.76,-0.646,0.0,4.64,229.518,4.3283,229.518,Transit,2017,Gas Giant
HATS-24 b,HATS-24,1.34849689,0.02576,0.0,17.374,718.2958,718.2958,1.03,2706.96,2166.0,86.6,6346.0,1.17,1.21,0.292,0.0,4.38,494.182,1.99658,494.182,Transit,2017,Gas Giant
HATS-25 b,HATS-25,4.29864716,0.05163,0.176,14.289,194.82979,194.82979,0.38,454.87,1178.0,86.9,5715.0,1.11,0.99,0.068,0.02,4.35,471.158,2.09452,471.158,Transit,2016,Gas Giant
HATS-26 b,HATS-26,3.3023928,0.04735,0.245,17.808,206.5895,206.5895,0.153,2236.57,1754.0,86.2,6071.0,2.04,1.3,0.704,-0.02,3.94,861.843,1.13189,861.843,Transit,2016,Gas Giant
HATS-27 b,HATS-27,4.6370496,0.0611,0.581,15.305,168.4499,168.4499,0.18,1342.57,1544.0,87.3,6438.0,1.74,1.42,0.669,0.09,4.11,816.988,1.19821,816.988,Transit,2016,Gas Giant
HATS-28 b,HATS-28,3.1810778,0.04131,0.202,13.446,213.58176,213.58176,0.48,,1253.0,86.17,5498.0,0.92,0.93,-0.157,0.01,4.48,535.383,1.83949,535.383,Transit,2016,Gas Giant
HATS-29 b,HATS-29,4.6058787,0.05475,0.158,12.962,207.54299,207.54299,0.411,,1212.0,87.4,5670.0,1.07,1.03,0.029,0.16,4.39,353.891,2.79769,353.891,Transit,2016,Gas Giant
HATS-3 b,HATS-3,3.54785091,0.04852,0.3,14.582,349.613,349.613,0.516,1212.0,1505.0,86.2,6351.0,1.4,1.21,0.456,-0.157,4.22,411.211,2.40421,411.211,Transit,2013,Gas Giant
HATS-30 b,HATS-30,3.17435131,0.04354,0.096,14.917,224.38798,224.38798,0.543,718.91,1321.0,86.8,5943.0,1.06,1.09,0.097,0.06,4.42,342.14,2.89407,342.14,Transit,2016,Gas Giant
HATS-32 b,HATS-32,2.8126535,0.04024,0.471,12.066,292.4036,292.4036,0.58,614.59,1270.0,87.1,5700.0,1.1,1.1,0.057,0.39,4.4,745.116,1.31348,745.116,Transit,2016,Gas Giant
HATS-33 b,HATS-33,2.54956317,0.03731,0.08,12.935,378.85336,378.85336,0.79,757.13,1338.0,87.6,5659.0,1.02,1.06,-0.018,0.29,4.45,248.46,3.99633,248.46,Transit,2016,Gas Giant
HATS-34 b,HATS-34,2.10616098,0.03166,0.108,13.087,299.07803,299.07803,0.4,691.84,1308.0,82.28,5380.0,0.98,0.95,-0.14,0.25,4.43,508.842,1.93638,508.842,Transit,2016,Gas Giant
HATS-35 b,HATS-35,1.82100088,0.03199,0.306,15.659,388.38826,388.38826,0.484,2440.7,1958.0,86.9,6300.0,1.43,1.32,0.465,0.21,4.24,514.555,1.91556,514.555,Transit,2016,Gas Giant
HATS-36 b,HATS-36,4.175235,0.0523,0.105,12.77,1022.14128,1022.14128,2.12,561.0,1203.0,87.61,5950.0,1.09,1.1,0.215,0.15,4.4,856.436,1.13973,856.436,Transit,2018,Gas Giant
HATS-39 b,HATS-39,4.5776335,0.06007,0.275,17.598,200.2329,200.2329,0.202,1547.1,1645.0,85.0,6572.0,1.62,1.38,0.64,0.0,4.16,878.521,1.1208,878.521,Transit,2018,Gas Giant
HATS-4 b,HATS-4,2.51672679,0.03623,0.024,12.908,416.03947,416.03947,1.53,558.83,1240.0,88.5,5403.0,0.93,1.0,-0.187,0.43,4.51,416.459,2.37234,416.459,Transit,2014,Gas Giant
HATS-40 b,HATS-40,3.2642813,0.04997,0.312,17.71,505.3497,505.3497,0.49,3163.38,2101.0,85.8,6460.0,2.26,1.56,0.903,0.01,3.92,1342.29,0.716118,1342.29,Transit,2018,Gas Giant
HATS-41 b,HATS-41,4.1936623,0.0583,0.38,14.908,3082.951,3082.951,5.1,1300.31,1710.0,80.4,6424.0,1.71,1.5,0.653,0.47,4.14,737.668,1.32725,737.668,Transit,2018,Gas Giant
HATS-42 b,HATS-42,2.29210275,0.03689,0.229,15.693,597.5204,597.5204,0.83,1637.21,1856.0,85.1,6060.0,1.48,1.27,0.425,0.22,4.2,800.377,1.2207,800.377,Transit,2018,Gas Giant
HATS-43 b,HATS-43,4.3888492,0.04944,0.17,13.227,82.95363,82.95363,0.191,192.23,1003.0,89.2,5099.0,0.81,0.84,-0.398,0.05,4.54,362.273,2.73148,362.273,Transit,2018,Unknown
HATS-45 b,HATS-45,4.1876194,0.05511,0.24,14.415,222.481,222.481,0.41,811.35,1518.0,85.6,6450.0,1.31,1.27,0.425,0.02,4.3,772.11,1.2665,772.11,Transit,2018,Gas Giant
HATS-46 b,HATS-46,4.7423693,0.05367,0.559,10.122,54.98459,54.98459,0.28,209.77,1054.0,87.32,5495.0,0.85,0.92,-0.23,-0.06,4.54,453.808,2.17475,453.808,Transit,2018,Unknown
HATS-47 b,HATS-47,3.9228038,0.04269,0.088,12.52,117.27927,117.27927,0.331,87.73,853.0,87.08,4512.0,0.66,0.67,-0.796,-0.113,4.63,300.67,3.29787,300.67,Transit,2020,Gas Giant
HATS-48 A b,HATS-48 A,3.13166726,0.03769,0.162,8.967,77.23269,77.23269,0.589,137.6,955.0,89.58,4546.0,0.72,0.73,-0.709,0.186,4.59,263.609,3.76477,263.609,Transit,2020,Unknown
HATS-5 b,HATS-5,4.76338959,0.05428,0.019,10.22,75.64354,75.64354,0.389,183.24,938.0,89.3,5304.0,0.87,0.94,-0.268,0.19,4.53,246.384,4.02998,246.384,Transit,2014,Unknown
HATS-51 b,HATS-51,3.34886782,0.04639,0.33,15.805,244.09344,244.09344,0.34,740.22,1553.0,87.1,5758.0,1.44,1.19,0.31,,4.2,389.57,2.53834,389.57,Transit,2017,Gas Giant
HATS-52 b,HATS-52,1.36665617,0.02498,0.246,15.491,711.9392,711.9392,1.06,1310.22,1834.0,84.7,6010.0,1.05,1.11,0.068,,4.45,555.134,1.77262,555.134,Transit,2017,Gas Giant
HATS-53 b,HATS-53,3.85377818,0.04753,0.33,15.02,189.10885,189.10885,0.303,471.61,1312.0,88.78,5644.0,1.1,0.96,0.045,,4.34,585.77,1.67852,585.77,Transit,2017,Gas Giant
HATS-55 b,HATS-55,4.2042001,0.05412,0.092,14.022,292.72143,292.72143,0.587,355.91,1367.0,86.32,6214.0,1.13,1.2,0.229,0.108,4.41,609.838,1.61104,609.838,Transit,2019,Gas Giant
HATS-56 b,HATS-56,4.3247662,0.06043,0.019,18.921,191.33366,191.33366,0.155,1080.87,1902.0,83.29,6536.0,2.2,1.57,0.898,0.19,3.95,564.409,1.74371,564.409,Transit,2019,Gas Giant
HATS-57 b,HATS-57,2.35061721,0.03493,0.028,12.767,1000.21101,1000.21101,2.65,570.23,1413.0,87.88,5587.0,0.96,1.03,-0.094,0.268,4.48,279.485,3.54953,279.485,Transit,2019,Gas Giant
HATS-58 A b,HATS-58 A,4.2180733,0.05798,0.168,12.274,327.3649,327.3649,0.96,382.71,1721.0,85.69,7175.0,1.43,1.46,0.689,,4.29,403.591,,403.591,Transit,2019,Gas Giant
HATS-6 b,HATS-6,3.32526424,0.03623,0.0,11.504,101.38777,101.38777,0.399,47.33,669.0,88.21,3724.0,0.57,0.57,,0.2,4.68,169.318,5.87742,169.318,Transit,2015,Unknown
HATS-60 b,HATS-60,3.5608104,0.04708,0.191,12.924,210.40346,210.40346,0.537,903.9,1528.0,86.3,5688.0,1.46,1.1,0.3,0.335,4.15,486.474,2.02727,486.474,Transit,2018,Gas Giant
HATS-63 b,HATS-63,3.0566527,0.04026,0.136,13.529,305.1168,305.1168,0.67,634.1,1398.0,84.86,5627.0,1.07,0.93,0.012,0.081,4.35,623.232,1.5756,623.232,Transit,2018,Gas Giant
HATS-64 b,HATS-64,4.9088963,0.06562,0.151,18.82,305.1168,305.1168,0.245,1711.0,1793.0,87.2,6554.0,2.11,1.56,0.867,0.22,3.98,1080.15,0.897203,1080.15,Transit,2018,Gas Giant
HATS-67 b,HATS-67,1.60918324,0.03032,0.057,18.887,460.8535,460.8535,0.374,3821.0,2193.0,79.0,6594.0,1.44,1.44,0.547,0.332,4.28,960.109,1.0131,960.109,Transit,2018,Gas Giant
HATS-68 b,HATS-68,3.5862211,0.05071,0.036,13.809,410.0007,410.0007,0.856,1521.0,1741.0,83.21,6147.0,1.75,1.35,0.592,0.21,4.08,603.955,1.62712,603.955,Transit,2018,Gas Giant
HATS-69 b,HATS-69,2.2252577,0.03211,0.519,10.593,183.38791,183.38791,0.46,466.6,1296.0,88.49,5137.0,0.88,0.89,-0.318,0.377,4.5,414.537,2.38362,414.537,Transit,2018,Gas Giant
HATS-7 b,HATS-7,3.1853109,0.04012,0.12,5.422,39.09309,39.09309,0.88,211.62,973.0,87.9,4985.0,0.81,0.85,-0.434,0.25,4.54,240.707,4.12576,240.707,Transit,2015,Unknown
HATS-70 b,HATS-70,1.88823968,0.03632,0.18,15.513,4100.007,4100.007,6.64,9110.0,2730.0,86.7,7930.0,1.88,1.78,1.079,0.041,4.17,1458.83,0.657918,1458.83,Transit,2019,Gas Giant
HATS-71 b,HATS-71,3.7955195,0.03745,0.0,11.478,117.5971,117.5971,0.42,18.08,587.0,88.82,3405.0,0.48,0.49,-1.56,0.17,4.77,140.225,7.10286,140.225,Transit,2020,Unknown
HATS-72 b,HATS-72,7.3279496,0.066517,0.013,8.097,39.85588,39.85588,0.411,49.58,739.0,89.56,4656.1,0.72,0.73,-0.659,0.099,4.59,127.589,7.809,127.589,Transit,2020,Unknown
HATS-9 b,HATS-9,1.9153196,0.0312,0.075,14.42,259.34928,259.34928,0.626,,1746.0,88.94,5599.0,1.59,1.1,0.312,0.38,4.1,638.7,1.53764,638.7,Transit,2015,Gas Giant
HD 102117 b,HD 102117,20.8133,0.15,0.12,3.974487999999996,54.0311,,,,888.364,,5655.0,1.23,1.06,0.157,0.28,4.29,39.5792,25.2369,39.5792,Radial Velocity,2005,Unknown
HD 102195 b,HD 102195,4.079,0.049,0.167,7.542465999999998,155.73592,,,,1012.654,,5301.0,0.82,0.92,-0.328,0.04,4.49,29.3386,34.056,29.3386,Radial Velocity,2006,Gas Giant
HD 104067 b,HD 104067,55.851,0.2674,0.123,3.4466079999999994,62.1,,,,532.296,,4952.0,0.78,0.82,,0.11,4.56,20.3632,49.0793,20.3632,Radial Velocity,2009,Unknown
HD 10442 b,HD 10442,1032.3,2.01,0.132,9.84177,472.61321,,,,914.622,,4912.0,1.97,1.01,0.31,0.1,3.19,135.374,7.35906,135.374,Radial Velocity,2014,Gas Giant
HD 106252 b,HD 106252,1535.0,2.655,0.48,11.330251999999978,3178.28407,3178.28407,,,643.65,46.0,5874.0,1.1,1.05,0.123,-0.06,4.36,38.185,26.1595,38.185,Radial Velocity,2002,Unknown
HD 106270 b,HD 106270,1890.0,3.347,0.213,13.521561999999983,3623.24384,3623.24384,,,1146.848,63.0,5567.0,2.66,1.48,0.756,0.06,3.76,93.808,10.6318,93.808,Radial Velocity,2011,Gas Giant
HD 106315 b,HD 106315,9.55287,0.0905,0.0,2.32,12.6,12.6,4.7,240.0,1046.0,88.504,6364.0,1.27,1.08,0.35,-0.22,4.25,109.353,9.11629,109.353,Transit,2017,Unknown
HD 106315 c,HD 106315,21.056614,0.1533,0.0,4.98,14.6,14.6,1.01,83.0,804.0,89.4,6290.0,1.18,1.07,0.29,-0.24,4.29,109.353,9.11629,109.353,Transit,2017,Unknown
HD 106515 A b,HD 106515 A,3586.86089,4.491,0.565,10.603525999999984,3025.09078,3025.09078,,,543.136,88.922,5364.0,0.91,0.93,-0.164,0.03,4.39,34.0915,29.3041,34.0915,Radial Velocity,2012,Unknown
HD 10697 b,HD 10697,1075.5,2.143,0.1035,12.095643999999972,2151.69832,2151.69832,,,996.928,72.0,5641.0,1.86,1.13,0.477,0.14,4.05,33.1205,30.1639,33.1205,Radial Velocity,1999,Gas Giant
HD 108236 b,HD 108236,3.79666,0.04527,0.2,1.615,140.96853871999977,,,312.18,1099.0,87.88,5730.0,0.89,0.97,-0.15,-0.3,4.5,64.5978,15.4517,64.5978,Transit,2020,Unknown
HD 108236 c,HD 108236,6.203688,0.0651,0.18,2.068,116.9946157999998,,,162.17,932.0,88.72,5730.0,0.89,0.97,-0.15,-0.3,4.5,64.5978,15.4517,64.5978,Transit,2020,Unknown
HD 108236 d,HD 108236,14.175876,0.1131,0.17,2.72,109.01205603999968,,,53.88,708.0,89.22,5730.0,0.89,0.97,-0.15,-0.3,4.5,64.5978,15.4517,64.5978,Transit,2020,Unknown
HD 108236 e,HD 108236,19.590186,0.1367,0.2,3.083,127.26569329999973,,,35.0,636.0,89.32,5730.0,0.89,0.97,-0.15,-0.3,4.5,64.5978,15.4517,64.5978,Transit,2020,Unknown
HD 108874 b,HD 108874,395.38,1.052,0.144,8.370894000000003,419.5335,,,,601.136,,5569.95,1.09,1.0,-0.001,0.221,4.36,59.5175,16.773,59.5175,Radial Velocity,2002,Unknown
HD 108874 c,HD 108874,1743.2,2.83,0.265,8.502028000000003,362.00656,,,,589.774,,5569.95,1.09,1.0,-0.001,0.221,4.36,59.5175,16.773,59.5175,Radial Velocity,2005,Unknown
HD 111232 b,HD 111232,882.0,2.051,0.5,18.398122000000004,2637.97578,2637.97578,,,952.07,97.0,5494.0,0.9,0.83,-0.161,-0.36,4.5,28.9571,34.5049,28.9571,Radial Velocity,2003,Gas Giant
HD 114729 b,HD 114729,1132.7,2.094,0.098,9.460743999999996,283.50294,,,,882.63,,5755.82,1.65,0.96,,-0.272,3.98,37.8063,26.4217,37.8063,Radial Velocity,2002,Gas Giant
HD 114783 b,HD 114783,492.56,1.164,0.126,8.105590000000012,328.31674,,,,507.004,,5126.74,0.84,0.87,-0.372,0.151,4.53,21.0628,47.4482,21.0628,Radial Velocity,2001,Unknown
HD 11506 b,HD 11506,1617.7,2.885,0.379,20.880094,1525.57635,1551.00263,,,1150.542,112.598,6123.0,1.34,1.22,0.33,0.3,4.39,51.261,19.4792,51.261,Radial Velocity,2007,Gas Giant
HD 11506 c,HD 11506,223.92,0.771,0.228,9.094293999999984,127.13136,,,,734.832,,6123.0,1.34,1.22,0.33,0.3,4.39,51.261,19.4792,51.261,Radial Velocity,2008,Unknown
HD 117207 b,HD 117207,2606.0,3.773,0.04,10.520891999999982,669.34663,669.34663,,,619.628,76.6,5732.0,1.13,1.05,,0.19,4.37,32.3547,30.8785,32.3547,Radial Velocity,2004,Unknown
HD 117618 b,HD 117618,25.8,0.18,0.15,3.182426000000001,55.30242,,,,659.128,,5990.0,1.2,1.08,0.213,0.01,4.41,37.7781,26.4417,37.7781,Radial Velocity,2004,Unknown
HD 118203 b,HD 118203,6.13499,0.0701,0.314,12.778,689.68764,689.68764,2.1,593.4,1371.0,17.0,5683.0,2.1,1.13,0.7,0.223,3.89,92.2589,10.8102,92.2589,Radial Velocity,2005,Gas Giant
HD 11964 b,HD 11964,1935.0,3.185,0.101,9.874047999999991,200.54972,,,,954.06,,5345.6,2.05,1.15,0.459,0.138,3.87,33.5369,29.789,33.5369,Radial Velocity,2005,Gas Giant
HD 120084 b,HD 120084,2142.0,4.513,0.483,13.669072,1373.9,2034.1018,,,1155.668,38.0,4892.0,11.03,2.66,1.797,0.1,2.78,103.044,9.67602,103.044,Radial Velocity,2013,Gas Giant
HD 125612 b,HD 125612,557.69994,1.349,0.446,8.806635999999994,945.22168,,,,494.428,,5841.0,1.05,1.05,0.06,0.22,4.45,57.6207,17.3261,57.6207,Radial Velocity,2007,Unknown
HD 12661 b,HD 12661,262.36,0.824,0.3597,9.094789999999987,725.60225,,,,756.008,,5661.18,1.2,1.08,0.063,0.338,4.32,37.8478,26.3927,37.8478,Radial Velocity,2000,Unknown
HD 12661 c,HD 12661,1696.7,2.861,0.025,8.718089999999997,589.57169,,,,763.94,,5661.18,1.2,1.08,0.063,0.338,4.32,37.8478,26.3927,37.8478,Radial Velocity,2002,Unknown
HD 126614 b,HD 126614,1257.25303,2.249,0.548,7.18410400000001,107.74383,107.74383,,,852.964,97.477,5409.83,1.37,0.96,0.083,0.408,4.17,73.0961,13.6519,73.0961,Radial Velocity,2009,Gas Giant
HD 128311 b,HD 128311,453.28,1.088,0.283,9.359059999999984,635.65681,,,,479.718,30.0,4931.94,0.78,0.84,,0.134,4.57,16.3292,61.2111,16.3292,Radial Velocity,2002,Unknown
HD 128311 c,HD 128311,917.5,1.742,0.196,10.58832999999999,1032.94232,1204.25787,,,468.196,55.95,4931.94,0.78,0.84,,0.134,4.57,16.3292,61.2111,16.3292,Radial Velocity,2005,Unknown
HD 130322 b,HD 130322,10.721,0.09,0.063,4.326904,346.43296,,,,720.0,,5400.49,0.87,0.85,,0.086,4.53,31.8766,31.3423,31.8766,Radial Velocity,1999,Unknown
HD 132406 b,HD 132406,893.0,1.969,0.31,21.161141999999987,2129.45033,2129.45033,,,1311.744,122.0,5766.0,1.34,1.09,0.26,0.14,4.19,70.7832,14.0987,70.7832,Radial Velocity,2007,Gas Giant
HD 134987 b,HD 134987,258.251,0.818,0.2281,9.23618999999998,516.15333,,,,924.362,,5700.78,1.29,1.09,0.255,0.282,4.25,26.1804,38.1678,26.1804,Radial Velocity,1999,Gas Giant
HD 135694 b,HD 135694,15.92347557,0.124695,0.0,2.857,6.1,6.1,2.05,71.8,751.0,,5712.0,1.08,1.02,0.039,-0.121,4.33,73.8713,13.5082,73.8713,Transit,2023,Unknown
HD 136352 b,HD 136352,11.57797,0.0964,0.0,1.664,4.72,4.72,5.62389,111.6,905.0,88.49,5664.0,1.06,0.87,0.016,-0.24,4.39,14.682,68.0818,14.682,Radial Velocity,2019,Unknown
HD 136352 c,HD 136352,27.59221,0.1721,0.0,2.916,11.24,11.24,2.49767,35.1,677.0,88.571,5664.0,1.06,0.87,0.016,-0.24,4.39,14.682,68.0818,14.682,Radial Velocity,2019,Mini-Neptune
HD 136352 d,HD 136352,107.245,0.425,0.0,2.562,8.82,8.82,2.87811,5.74,431.0,89.73,5664.0,1.06,0.87,0.016,-0.24,4.39,14.682,68.0818,14.682,Radial Velocity,2019,Unknown
HD 13931 b,HD 13931,4449.0,5.338,0.031,10.797801999999976,889.91954,889.91954,,,915.348,43.0,5829.0,1.3,1.02,0.196,0.03,4.3,47.3963,21.0701,47.3963,Radial Velocity,2009,Gas Giant
HD 1397 b,HD 1397,11.53508,0.1003,0.216,11.467,116.64361,116.64361,0.477,356.0,1519.0,88.7,5521.0,2.34,1.32,0.66,0.29,3.82,79.5702,12.5386,79.5702,Transit,2018,Gas Giant
HD 14067 b,HD 14067,2744.0,5.15,0.65,13.780541999999992,4862.77463,4862.77463,,,1317.176,39.0,4815.0,12.4,2.4,1.898,-0.1,2.61,142.024,7.01247,142.024,Radial Velocity,2014,Gas Giant
HD 142 b,HD 142,319.0,1.039,0.26,12.042861999999973,2256.58169,2256.58169,,,700.536,59.0,6245.0,1.47,1.21,,0.09,4.62,26.1853,38.1605,26.1853,Radial Velocity,2001,Unknown
HD 143361 b,HD 143361,1040.0,2.05,0.198,10.33978999999998,1557.35919,1557.35919,,,489.374,50.0,5507.0,0.92,1.06,-0.092,0.14,4.47,68.5146,14.567,68.5146,Radial Velocity,2008,Unknown
HD 145457 b,HD 145457,176.13,0.762,0.111,11.023903999999996,888.01257,,,,1051.704,,4757.0,9.9,1.9,1.655,-0.14,2.77,135.292,7.36251,135.292,Radial Velocity,2010,Gas Giant
HD 1461 b,HD 1461,5.77142,0.0636,0.062,2.023921999999999,6.61083,,,,987.934,,5695.23,1.15,1.03,0.095,0.182,4.33,23.4534,42.609,23.4534,Radial Velocity,2010,Unknown
HD 147379 b,HD 147379,86.58,0.3315,0.063,3.116801999999996,21.6,,,,506.018,,4090.0,0.63,0.58,-0.971,0.16,4.61,10.7643,92.8704,10.7643,Radial Velocity,2017,Mini-Neptune
HD 149026 b,HD 149026,2.8758885,0.0432,0.051,8.333,103.61258,102.34126,0.75,1095.91,1602.0,84.5,6160.0,1.37,1.29,0.386,0.36,4.28,75.8643,13.1526,75.8643,Radial Velocity,2005,Gas Giant
HD 149143 b,HD 149143,4.07182,0.053,0.0167,8.544485999999997,422.7139,,,,1197.264,,5856.0,1.44,1.2,0.35,0.29,4.25,73.2801,13.6179,73.2801,Radial Velocity,2005,Gas Giant
HD 15337 b,HD 15337,4.7559804,0.05245,0.058,1.77,6.519,6.519,6.458,161.73,1006.0,89.3,5131.0,0.85,0.83,-0.326,0.03,4.48,44.8155,22.2848,44.8155,Transit,2019,Unknown
HD 15337 c,HD 15337,17.180546,0.1235,0.096,2.526,6.792,6.792,2.303,29.18,656.0,88.41,5131.0,0.85,0.83,-0.326,0.03,4.48,44.8155,22.2848,44.8155,Transit,2019,Unknown
HD 154345 b,HD 154345,3340.0,4.2,0.157,9.947839999999992,378.2158,378.2158,,,485.508,69.0,5468.0,0.87,0.88,-0.219,-0.105,4.54,18.284,54.6636,18.284,Radial Velocity,2006,Unknown
HD 156279 b,HD 156279,133.40355,0.502,0.647,8.767871999999997,2997.75753,,,,605.834,,5458.24,0.97,0.94,,0.192,4.45,36.1945,27.5995,36.1945,Radial Velocity,2011,Unknown
HD 159868 b,HD 159868,1184.1,2.32,0.024,10.077873999999984,704.94694,,,,970.714,,5534.0,2.13,1.19,0.556,-0.05,3.92,55.8503,17.8763,55.8503,Radial Velocity,2006,Gas Giant
HD 160691 b,HD 160691,645.0,1.535,0.0001,11.54283199999997,1366.66215,1366.66215,,,972.44,60.0,5773.0,1.33,1.13,0.278,0.28,4.2,15.5981,64.0817,15.5981,Radial Velocity,2000,Gas Giant
HD 160691 c,HD 160691,3947.0,5.543,0.027,11.56620399999997,1398.44499,1398.44499,,,973.404,60.0,5773.0,1.33,1.13,0.278,0.28,4.2,15.5981,64.0817,15.5981,Radial Velocity,2004,Gas Giant
HD 160691 d,HD 160691,9.6392,0.09286,0.184,4.429074,10.17,,,,900.0,,5773.0,1.33,1.13,0.278,0.28,4.2,15.5981,64.0817,15.5981,Radial Velocity,2004,Unknown
HD 16175 b,HD 16175,981.1,2.13,0.675,12.742729999999982,1875.1876,1875.1876,,,1101.658,59.0,6022.0,1.72,1.34,0.508,0.37,4.21,59.859,16.6775,59.859,Radial Velocity,2009,Gas Giant
HD 164922 b,HD 164922,1198.5,2.149,0.065,4.676932000000006,109.33297,,,0.16,159.0,,5393.43,1.0,0.92,-0.149,0.197,4.4,22.0016,45.4222,22.0016,Radial Velocity,2005,Unknown
HD 167042 b,HD 167042,417.67,1.22,0.01,10.32659399999999,444.00628,,,,1016.576,,4919.0,4.63,1.39,1.057,-0.01,3.23,49.6633,20.1069,49.6633,Radial Velocity,2007,Gas Giant
HD 168443 b,HD 168443,58.11187,0.292,0.53,9.111959999999993,2424.39509,,,,912.832,,5530.02,1.71,0.98,0.382,0.076,3.99,39.6245,25.2084,39.6245,Radial Velocity,1998,Gas Giant
HD 168443 c,HD 168443,1753.1096,2.842,0.21,22.098821999999952,5500.33841,5500.33841,,,1365.746,91.218,5530.02,1.71,0.98,0.382,0.076,3.99,39.6245,25.2084,39.6245,Radial Velocity,2000,Gas Giant
HD 168746 b,HD 168746,6.4045,0.06504,0.098,2.832231999999998,72.90984,,,,900.0,,5618.88,1.1,0.89,0.041,-0.034,4.31,41.5681,24.0282,41.5681,Radial Velocity,2002,Unknown
