pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_masse,pl_dens,pl_insol,pl_eqt,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,sy_dist,discoverymethod,disc_year
TOI-4559 b,TOI-4559,3.965991,0.0359,,1.415,,,,15.77,554.0,88.64,3558.0,0.37,0.39,-1.693,-0.09,4.88,31.6354,Transit,2024
TOI-4562 b,TOI-4562,225.1064,0.768,0.76,12.53,732.0,732.0,2.06,3.2,318.0,89.15,6096.0,1.15,1.19,,0.08,4.39,339.605,Transit,2023
TOI-4562 c,TOI-4562,3990.0,5.219,0.122,,1833.86991,1833.86991,,,,90.0,6096.0,1.15,1.19,,0.08,4.39,339.605,Transit Timing Variations,2024
TOI-4582 b,TOI-4582,31.034,,0.51,10.536,168.44906,168.44906,,33.73,615.0,,5190.0,2.5,1.34,,0.17,3.77,383.846,Transit,2023
TOI-4600 b,TOI-4600,82.6869,0.349,0.25,6.8,959.84179,959.84179,,3.32,347.0,89.76,5170.0,0.81,0.89,-0.377,0.16,4.57,216.056,Transit,2023
TOI-4600 c,TOI-4600,482.8191,1.152,0.21,9.42,2946.26933,2946.26933,,48.39,191.0,89.9,5170.0,0.81,0.89,-0.377,0.16,4.57,216.056,Transit,2023
TOI-4602.01,TOI-4602,3.9812091,0.050997,,2.55,,,,603.69,1380.0,,6011.9,1.16,1.12,,,4.36,63.0637,Transit,2024
TOI-4603 b,TOI-4603,7.24599,0.0888,0.325,11.68,4096.80817,4096.80817,14.1,1192.0,1677.0,80.21,6264.0,2.74,1.76,1.017,0.342,3.81,225.643,Transit,2023
TOI-4633 c,TOI-4633,271.9445,0.847,0.117,3.2,123.0,123.0,,1.56,269.0,89.888,5800.0,1.05,1.1,,,4.02,95.2016,Transit,2024
TOI-4638.01,TOI-4638,10.28391879,0.093013,,2.933,,,,87.81,780.0,,5700.0,0.9,1.02,,,4.54,168.248,Transit,2024
TOI-4641 b,TOI-4641,22.09341,0.173,0.074,8.183,1229.99594,1229.99594,,192.58,950.0,87.9,6560.0,1.72,1.41,0.695,-0.09,4.11,86.3501,Transit,2023
TOI-470 b,TOI-470,12.19148,0.119,,4.34,,,,44.76,660.0,89.527,5190.0,0.83,0.87,,0.1,4.54,130.46,Transit,2023
TOI-4791 b,TOI-4791,4.28088,0.0555,0.0,12.442,734.18362,734.18362,2.09,783.2,1472.0,85.55,6058.0,1.41,1.24,0.38,0.207,4.23,328.802,Transit,2023
TOI-480 b,TOI-480,6.866196,0.077,0.0,2.854,20.8,20.8,4.91,531.52,1199.0,,6174.0,1.49,1.28,0.462,0.164,4.19,54.5306,Transit,2024
